loan_amount,rate_of_interest,property_value,income,Credit_Score,dtir1,term,anomaly_score,is_anomaly
786500,3.5,1358000.0,22320.0,684,29.0,180.0,-0.0692641964709646,True
226500,3.75,288000.0,19560.0,840,18.0,180.0,-0.015417412554221022,True
1086500,3.99,1358000.0,18000.0,851,33.0,360.0,-0.011922175981473049,True
346500,3.99,358000.0,3180.0,559,12.0,180.0,-0.010459320047541576,True
256500,2.99,698000.0,109080.0,602,20.0,180.0,-0.11192458807557593,True
346500,2.75,478000.0,7560.0,595,31.0,180.0,-0.0008233747997448138,True
936500,4.375,1558000.0,19440.0,502,31.0,360.0,-0.04139413552443261,True
556500,3.375,878000.0,15060.0,544,22.0,180.0,-0.04306596715495681,True
236500,3.5,1288000.0,10980.0,526,23.0,180.0,-0.03575064694549179,True
286500,3.125,628000.0,6180.0,505,35.0,180.0,-0.005164924968678486,True
136500,4.5,198000.0,3480.0,887,49.0,180.0,-0.014025523277151009,True
866500,3.475,1278000.0,21360.0,809,34.0,360.0,-0.002656006095657304,True
456500,3.99,1218000.0,2340.0,768,19.0,240.0,-0.006910868673725368,True
356500,3.625,998000.0,19860.0,526,27.0,180.0,-0.03425993590622711,True
166500,4.375,228000.0,12540.0,808,27.0,180.0,-0.0019945726157772903,True
736500,3.0,1248000.0,10620.0,861,42.0,360.0,-0.0025994134034065253,True
726500,4.99,3228000.0,12240.0,564,37.0,360.0,-0.0504168691568766,True
726500,4.375,2568000.0,14100.0,857,33.0,360.0,-0.03623885531997606,True
206500,2.875,458000.0,8820.0,855,39.0,96.0,-0.056105509752015226,True
386500,3.25,438000.0,12180.0,891,61.0,180.0,-0.05452410205715785,True
1056500,3.75,1458000.0,22680.0,752,28.0,360.0,-0.028257781940068893,True
626500,4.125,1458000.0,14760.0,521,31.0,180.0,-0.05600190115435599,True
376500,3.125,578000.0,12000.0,671,41.0,96.0,-0.05417955302151345,True
356500,3.375,798000.0,15900.0,894,47.0,180.0,-0.02760162059836435,True
266500,3.625,498000.0,12900.0,886,11.0,180.0,-0.027780882015146946,True
656500,2.75,2628000.0,43500.0,529,22.0,360.0,-0.14224126806534043,True
106500,3.875,508000.0,3540.0,584,47.0,96.0,-0.008702903128616768,True
406500,3.625,608000.0,14940.0,514,6.0,360.0,-0.004778172924278401,True
326500,3.375,1278000.0,4500.0,575,43.0,180.0,-9.884251910285968e-06,True
246500,3.375,808000.0,9960.0,844,20.0,180.0,-0.010782871839215558,True
2926500,3.99,4878000.0,64020.0,663,17.0,360.0,-0.17212905281101099,True
66500,4.5,148000.0,1620.0,744,25.0,240.0,-0.0031108798211771926,True
396500,2.99,828000.0,8880.0,783,34.0,180.0,-0.00730502973767988,True
76500,4.5,128000.0,2340.0,735,27.0,180.0,-0.03031484632088921,True
66500,4.875,158000.0,3060.0,822,26.0,156.0,-0.05196148472792006,True
916500,3.5,1508000.0,16140.0,850,24.0,360.0,-0.026965525415900582,True
836500,4.125,4258000.0,12360.0,565,42.0,360.0,-0.04966032707395096,True
1456500,3.99,1878000.0,15660.0,788,45.0,360.0,-0.04930828908814566,True
666500,3.125,1328000.0,16260.0,655,39.0,180.0,-0.06498312176413834,True
126500,4.125,168000.0,1800.0,730,59.0,180.0,-0.029197508441295428,True
406500,3.625,3508000.0,4620.0,534,40.0,360.0,-0.00945826461153132,True
106500,3.99,1138000.0,47040.0,771,18.0,360.0,-0.01602216098765874,True
356500,3.125,508000.0,11820.0,554,29.0,180.0,-0.010206669986960515,True
216500,3.75,2258000.0,12900.0,554,35.0,180.0,-0.057568317693836746,True
756500,3.625,978000.0,20760.0,815,39.0,180.0,-0.03806133984273963,True
146500,4.625,428000.0,6720.0,514,30.0,180.0,-0.009966887471070884,True
886500,3.375,948000.0,14820.0,607,56.0,360.0,-0.02506869447176885,True
76500,4.75,138000.0,2220.0,537,24.0,240.0,-0.02058903600572559,True
1626500,3.99,2808000.0,3960.0,681,19.0,180.0,-0.15085531161798316,True
346500,3.25,668000.0,21360.0,524,38.0,180.0,-0.05796136583644351,True
106500,3.99,11008000.0,67020.0,751,20.0,360.0,-0.08575652449689664,True
106500,4.5,148000.0,2280.0,811,34.0,180.0,-0.011819253558297271,True
436500,3.125,908000.0,12060.0,738,32.0,180.0,-0.008361568300473743,True
56500,4.25,78000.0,1680.0,760,27.0,180.0,-0.002380933038285904,True
636500,3.375,1808000.0,18240.0,592,28.0,240.0,-0.05493215181526656,True
956500,4.875,1198000.0,18840.0,693,41.0,360.0,-0.015301030470177723,True
86500,3.99,98000.0,4860.0,509,16.0,180.0,-0.02106692783038233,True
46500,5.125,58000.0,1740.0,875,43.0,324.0,-0.017531102153191203,True
266500,2.25,1088000.0,12600.0,542,7.0,360.0,-0.06816127387610083,True
466500,4.5,1508000.0,47100.0,837,19.0,360.0,-0.054433003762835774,True
1166500,3.99,2208000.0,23100.0,842,39.0,360.0,-0.07732544794695462,True
436500,3.375,1558000.0,6900.0,713,39.0,180.0,-0.013521671563755278,True
476500,3.125,628000.0,7620.0,633,43.0,180.0,-0.0034631456831041296,True
316500,3.25,1328000.0,9480.0,822,38.0,180.0,-0.010592448095335993,True
446500,2.99,598000.0,15720.0,742,21.0,180.0,-0.04591814263899707,True
706500,2.75,3258000.0,16260.0,643,45.0,360.0,-0.06829402402773632,True
1106500,3.99,1408000.0,11700.0,864,42.0,360.0,-0.0069627250601550505,True
106500,3.99,118000.0,1200.0,900,55.0,300.0,-0.009282256573387104,True
746500,4.75,1088000.0,28680.0,608,45.0,360.0,-0.02382581873714229,True
226500,3.99,308000.0,26460.0,534,14.0,180.0,-0.06875751610052405,True
266500,3.875,758000.0,10020.0,768,13.0,180.0,-0.0077422856195586975,True
176500,3.5,228000.0,7440.0,507,35.0,120.0,-0.009809036042632724,True
146500,3.99,248000.0,240.0,839,10.0,240.0,-0.014340153367926156,True
56500,4.625,278000.0,2220.0,607,48.0,180.0,-0.003531782909318548,True
316500,2.99,508000.0,7320.0,677,36.0,156.0,-0.017329609936324708,True
756500,4.875,1078000.0,24720.0,817,37.0,360.0,-0.0004635257897600553,True
166500,4.625,2178000.0,4980.0,665,38.0,120.0,-0.1029792543661191,True
446500,3.25,568000.0,20340.0,681,17.0,180.0,-0.05048264021249815,True
426500,2.85,6908000.0,26100.0,570,6.0,360.0,-0.16621961755979997,True
256500,2.99,908000.0,8400.0,712,38.0,180.0,-0.0022369846978832486,True
436500,3.375,658000.0,9240.0,739,46.0,144.0,-0.019178295795618694,True
596500,3.375,2108000.0,4800.0,838,49.0,360.0,-0.01334314822454663,True
76500,4.49,78000.0,1260.0,713,43.0,180.0,-0.018582837107859906,True
56500,5.74,1408000.0,14400.0,836,36.0,360.0,-0.027814358533213346,True
756500,3.75,1168000.0,17040.0,818,10.0,360.0,-0.042840314644511324,True
106500,4.375,148000.0,4500.0,683,14.0,120.0,-0.06421970883490258,True
816500,3.99,1208000.0,2160.0,673,14.0,300.0,-0.07118773069486428,True
106500,3.25,268000.0,1620.0,517,48.0,240.0,-0.005996562098724234,True
726500,4.875,978000.0,28500.0,785,46.0,360.0,-0.020599640671823405,True
776500,3.99,1108000.0,26100.0,812,34.0,180.0,-0.05982533041767857,True
276500,2.99,428000.0,10380.0,691,22.0,180.0,-0.0014415760519893572,True
116500,3.99,108000.0,9600.0,817,13.0,180.0,-0.026348516339732897,True
356500,2.75,568000.0,14700.0,673,5.0,180.0,-0.10450077899099575,True
136500,3.25,658000.0,7020.0,870,23.0,180.0,-0.011619545743743798,True
156500,2.99,218000.0,4620.0,789,30.0,144.0,-0.024855011399383065,True
406500,3.99,1628000.0,6360.0,581,49.0,180.0,-0.016449389028922345,True
646500,4.125,848000.0,24360.0,591,15.0,360.0,-0.0036641049953499705,True
96500,3.5,168000.0,4800.0,879,12.0,180.0,-0.03179067434358085,True
676500,4.18,3018000.0,9240.0,650,41.0,360.0,-0.003353399157469905,True
1456500,3.99,2508000.0,4620.0,811,36.0,360.0,-0.07223225117168341,True
306500,4.125,518000.0,33180.0,523,14.0,360.0,-0.02985033608455956,True
116500,3.875,288000.0,4800.0,507,13.0,180.0,-0.018030127650747407,True
326500,2.75,618000.0,8340.0,857,27.0,180.0,-0.027719708702177992,True
266500,3.99,1828000.0,15600.0,743,5.0,360.0,-0.05746878719092707,True
466500,4.5,518000.0,36840.0,882,16.0,360.0,-0.03782866087401404,True
146500,3.125,208000.0,5280.0,654,39.0,144.0,-0.005319890781309788,True
746500,3.0,1658000.0,16320.0,654,31.0,360.0,-0.023308030063873608,True
366500,2.875,858000.0,13320.0,781,22.0,180.0,-0.0409034847692733,True
76500,4.99,148000.0,1440.0,779,39.0,180.0,-0.020456986064472216,True
456500,3.5,1308000.0,15540.0,861,30.0,180.0,-0.034673647190095136,True
1116500,3.99,418000.0,27480.0,787,39.0,300.0,-0.03675288771189866,True
326500,3.375,538000.0,10200.0,559,5.0,240.0,-0.031030986352442502,True
396500,3.0,1488000.0,8460.0,525,34.0,180.0,-0.058705204919622056,True
926500,3.125,1028000.0,5760.0,564,39.0,360.0,-0.00296864214818382,True
126500,3.575,248000.0,21120.0,513,9.0,360.0,-0.027352199218929174,True
766500,3.99,1558000.0,9000.0,814,60.0,360.0,-0.017916305009125,True
846500,4.25,1218000.0,36840.0,698,22.0,360.0,-0.03823888038775791,True
606500,3.625,988000.0,20220.0,594,33.0,180.0,-0.022606491112768023,True
896500,3.25,1638000.0,5760.0,797,39.0,360.0,-0.009514794940339799,True
96500,3.375,258000.0,4140.0,551,57.0,180.0,-0.01474704623466816,True
126500,3.575,248000.0,21180.0,676,12.0,360.0,-0.006813346678230081,True
86500,4.75,188000.0,4740.0,868,36.0,180.0,-0.0011841475669458479,True
956500,5.0,1378000.0,14040.0,788,45.0,360.0,-0.03279674156787682,True
366500,2.99,558000.0,7800.0,768,45.0,156.0,-0.021029385985407822,True
906500,3.99,1578000.0,33780.0,775,8.0,180.0,-0.15144497360353026,True
1416500,3.99,2378000.0,22500.0,708,30.0,360.0,-0.08928560561783039,True
436500,2.875,768000.0,9660.0,885,31.0,180.0,-0.04403610566964522,True
326500,3.375,488000.0,15960.0,690,46.0,120.0,-0.03327716890447352,True
136500,3.625,198000.0,9240.0,896,18.0,180.0,-0.009781057944972416,True
476500,3.5,1008000.0,13620.0,839,20.0,240.0,-0.014221378169829046,True
676500,3.375,2508000.0,23700.0,660,7.0,360.0,-0.12209684071954718,True
1046500,3.99,1308000.0,19200.0,567,44.0,300.0,-0.051743846722564046,True
326500,4.125,438000.0,24840.0,507,14.0,240.0,-0.051259258767992644,True
76500,4.75,118000.0,2100.0,804,45.0,180.0,-0.03252862498844522,True
296500,3.99,458000.0,22680.0,631,18.0,180.0,-0.018111191092130885,True
506500,4.75,2808000.0,4920.0,750,54.0,360.0,-0.03200627709659509,True
196500,4.5,248000.0,13620.0,592,16.0,180.0,-0.03669647276427568,True
706500,3.99,1258000.0,78120.0,859,13.0,360.0,-0.07828797775648821,True
1506500,3.99,418000.0,25200.0,795,39.0,180.0,-0.08046282171000563,True
476500,3.125,648000.0,8940.0,558,42.0,180.0,-0.010040789582983045,True
206500,3.125,458000.0,9120.0,532,21.0,180.0,-0.0046034065426249215,True
376500,4.875,588000.0,7320.0,880,57.0,300.0,-0.006500678568246765,True
26500,5.375,138000.0,1500.0,749,11.0,360.0,-0.005389427530190893,True
296500,3.5,408000.0,51960.0,618,19.0,240.0,-0.03960664766620414,True
76500,4.375,128000.0,6600.0,586,23.0,180.0,-0.006256095190613209,True
486500,4.875,1088000.0,32520.0,840,32.0,360.0,-0.007009553104467492,True
636500,4.375,858000.0,13440.0,535,33.0,240.0,-0.005817991894573105,True
466500,2.75,778000.0,26520.0,765,36.0,360.0,-0.018277250212146656,True
2126500,3.99,418000.0,42060.0,662,39.0,360.0,-0.048612827743861,True
256500,3.75,418000.0,24600.0,680,5.0,120.0,-0.11617714675437762,True
426500,3.5,838000.0,28440.0,813,13.0,360.0,-0.03563201846730968,True
186500,5.625,248000.0,28740.0,626,21.0,360.0,-0.03168418547090557,True
886500,3.99,928000.0,8520.0,795,61.0,360.0,-0.005819592955216835,True
316500,4.25,398000.0,21240.0,680,21.0,180.0,-0.015489242117702196,True
266500,3.5,998000.0,10620.0,831,24.0,180.0,-0.00016600052372872653,True
986500,3.99,1418000.0,14280.0,768,59.0,360.0,-0.049135866759123514,True
306500,3.875,338000.0,7320.0,900,61.0,240.0,-0.01078457082049078,True
476500,3.99,1058000.0,17400.0,570,37.0,180.0,-0.006706525642716232,True
166500,4.625,198000.0,2280.0,814,59.0,180.0,-0.04656332488378301,True
196500,4.75,238000.0,5220.0,786,20.0,180.0,-0.000327149552023398,True
946500,3.625,1188000.0,24600.0,864,13.0,360.0,-0.0915837357694621,True
166500,2.99,248000.0,6000.0,567,30.0,144.0,-0.02495490167840042,True
406500,3.0,678000.0,8880.0,838,36.0,120.0,-0.05432599722486853,True
376500,3.5,708000.0,20460.0,663,31.0,180.0,-0.008559771874430577,True
106500,4.625,268000.0,10740.0,522,18.0,240.0,-0.01213212010534681,True
1216500,3.375,2358000.0,20280.0,863,37.0,360.0,-0.10603516380824007,True
1006500,3.0,1308000.0,5760.0,711,39.0,360.0,-0.011121548047610785,True
336500,3.5,778000.0,20760.0,846,31.0,180.0,-0.012609054740339243,True
166500,3.375,278000.0,5040.0,879,38.0,120.0,-0.00508340398188778,True
306500,3.375,638000.0,14040.0,877,30.0,180.0,-0.0014547460943852286,True
476500,3.625,528000.0,43140.0,757,15.0,360.0,-0.021086684229507324,True
906500,3.99,1238000.0,16860.0,790,20.0,360.0,-0.006547770909048789,True
606500,3.99,2218000.0,600.0,572,53.0,360.0,-0.046042398550847796,True
486500,4.375,588000.0,27720.0,886,20.0,180.0,-0.08914752836642514,True
356500,3.125,478000.0,15480.0,732,27.0,180.0,-0.011926496715681023,True
356500,2.75,528000.0,10680.0,741,28.0,180.0,-0.014575407709154553,True
476500,3.125,2458000.0,7140.0,618,48.0,180.0,-0.07745574646611098,True
366500,3.0,1828000.0,4860.0,513,47.0,360.0,-0.00912312259851178,True
806500,3.75,1898000.0,34980.0,738,16.0,360.0,-0.09418332477769187,True
606500,3.99,688000.0,31140.0,687,6.0,180.0,-0.1004355599058464,True
446500,3.99,968000.0,15300.0,759,20.0,180.0,-0.021220379821660917,True
106500,3.99,158000.0,5880.0,813,14.0,180.0,-0.008961003350966501,True
1606500,3.99,2818000.0,14160.0,529,37.0,360.0,-0.10018881352092412,True
726500,4.56,1128000.0,39240.0,788,38.0,360.0,-0.017168756963878318,True
426500,2.875,858000.0,10980.0,801,39.0,180.0,-0.03715688405517403,True
356500,2.75,728000.0,7080.0,516,47.0,180.0,-0.03697937169735288,True
466500,2.75,628000.0,9000.0,893,36.0,180.0,-0.049586766597726095,True
2006500,3.99,418000.0,26940.0,640,39.0,360.0,-0.02335778579893788,True
936500,3.5,1238000.0,16140.0,674,25.0,360.0,-0.005338866574143175,True
466500,3.75,588000.0,25920.0,541,23.0,180.0,-0.049722155014280345,True
296500,3.125,1008000.0,6720.0,515,37.0,180.0,-0.02081930079883909,True
46500,3.99,48000.0,1860.0,843,8.0,180.0,-0.05356818345736358,True
656500,3.99,908000.0,17400.0,758,20.0,240.0,-0.012012433908554776,True
806500,3.99,3488000.0,0.0,535,18.0,360.0,-0.08235494978136604,True
106500,4.5,368000.0,2460.0,510,48.0,180.0,-0.023676352879622997,True
336500,2.75,568000.0,6000.0,552,46.0,180.0,-0.006977709178154656,True
86500,3.99,178000.0,2100.0,568,53.0,180.0,-5.5564774725791466e-05,True
316500,3.125,1528000.0,10020.0,632,42.0,180.0,-0.04027048076644446,True
726500,3.99,1808000.0,18720.0,762,6.0,360.0,-0.07033688321541776,True
456500,3.5,698000.0,15000.0,788,24.0,180.0,-0.007147136202171778,True
776500,3.0,1598000.0,11820.0,891,36.0,360.0,-0.04104330113881516,True
456500,4.125,768000.0,12900.0,867,34.0,180.0,-0.010443339366441484,True
126500,3.875,2408000.0,7920.0,887,7.0,120.0,-0.16593420109196866,True
236500,3.5,298000.0,23280.0,535,34.0,180.0,-0.026496607571266595,True
166500,3.5,438000.0,9060.0,670,31.0,96.0,-0.0003899564548538459,True
416500,3.75,958000.0,11880.0,900,26.0,240.0,-0.00791244033072791,True
266500,2.99,328000.0,9180.0,780,20.0,180.0,-0.0007445788623534622,True
166500,4.5,308000.0,5520.0,562,30.0,120.0,-0.04004719555257852,True
86500,3.875,168000.0,1980.0,635,45.0,132.0,-0.017776429102550173,True
726500,4.5,2308000.0,29760.0,778,30.0,360.0,-0.07860599560235582,True
886500,3.99,2358000.0,0.0,830,12.0,360.0,-0.1154374998993104,True
486500,3.99,608000.0,9480.0,731,60.0,180.0,-0.027731120507514584,True
726500,4.75,1088000.0,335880.0,644,20.0,180.0,-0.13802276057700513,True
1006500,3.875,2408000.0,34980.0,835,20.0,360.0,-0.11222955411952451,True
156500,3.75,908000.0,31980.0,580,7.0,360.0,-0.05693925414164269,True
276500,3.99,1408000.0,3240.0,775,16.0,180.0,-0.0338321845058821,True
106500,3.99,138000.0,420.0,559,14.0,180.0,-0.04478556994164806,True
76500,3.99,338000.0,0.0,795,18.0,180.0,-0.010694028586947124,True
106500,4.75,158000.0,7200.0,648,10.0,120.0,-0.08566495630096338,True
666500,3.25,708000.0,12600.0,690,36.0,240.0,-0.004389398862846838,True
166500,3.5,388000.0,10620.0,718,22.0,96.0,-0.0133238327545111,True
726500,5.25,2968000.0,14820.0,882,37.0,360.0,-0.08788471706317247,True
206500,3.25,408000.0,20460.0,871,16.0,180.0,-0.04546814289880541,True
106500,4.875,178000.0,1380.0,535,18.0,300.0,-0.011281738620310344,True
276500,3.425,528000.0,58800.0,541,8.0,360.0,-0.06491058121008342,True
766500,3.99,978000.0,31020.0,570,5.0,360.0,-0.0848716844107883,True
46500,3.99,248000.0,660.0,897,61.0,360.0,-0.019591127494839045,True
76500,3.75,98000.0,2880.0,886,22.0,180.0,-0.005688579660218851,True
86500,4.625,128000.0,4680.0,529,31.0,180.0,-0.023465080797412274,True
76500,3.75,118000.0,1680.0,523,36.0,180.0,-0.0008074580377894769,True
436500,2.99,1478000.0,15540.0,896,20.0,180.0,-0.09682763269858874,True
156500,5.99,678000.0,52380.0,703,30.0,360.0,-0.04826770519588508,True
366500,2.99,458000.0,16500.0,678,15.0,180.0,-0.05298737446930046,True
86500,4.99,118000.0,3000.0,684,39.0,180.0,-0.015045610000115728,True
526500,6.24,2458000.0,12480.0,809,45.0,360.0,-0.07137005465201796,True
146500,4.625,508000.0,20400.0,648,24.0,180.0,-0.046356720082380454,True
486500,3.25,1158000.0,7140.0,878,41.0,180.0,-0.02204129721087389,True
986500,3.625,1408000.0,24240.0,847,28.0,360.0,-0.03929277066373871,True
406500,3.75,1268000.0,20700.0,559,8.0,360.0,-0.02203057576703038,True
256500,4.25,488000.0,11880.0,599,9.0,180.0,-0.015776976706294743,True
486500,2.875,728000.0,11640.0,784,32.0,180.0,-0.034500510360493175,True
666500,3.5,1808000.0,21420.0,731,9.0,360.0,-0.056043277503323385,True
436500,3.5,498000.0,23220.0,876,32.0,180.0,-0.029732724444029524,True
246500,3.99,418000.0,9540.0,530,39.0,96.0,-0.000752214450064459,True
886500,3.99,1288000.0,0.0,528,16.0,360.0,-0.05724420718589762,True
636500,4.625,798000.0,43140.0,561,46.0,360.0,-0.01971053131403966,True
236500,5.75,2008000.0,4260.0,686,46.0,360.0,-0.01815002699651891,True
676500,3.56,798000.0,15000.0,845,33.0,240.0,-0.0033080287062755565,True
106500,6.24,668000.0,30000.0,674,9.0,360.0,-0.0783613800872367,True
836500,2.875,1658000.0,5760.0,760,39.0,360.0,-0.022966551708338945,True
276500,3.625,378000.0,31560.0,538,36.0,180.0,-0.028444673436283985,True
456500,3.25,698000.0,13080.0,707,5.0,324.0,-0.036026657540586315,True
356500,4.5,458000.0,12120.0,530,31.0,180.0,-0.004437088347556295,True
2056500,3.75,3658000.0,42660.0,593,24.0,360.0,-0.15747389442740078,True
256500,3.25,418000.0,3240.0,897,59.0,180.0,-0.02656448600015482,True
256500,6.24,4758000.0,33120.0,701,25.0,360.0,-0.12562656869577515,True
486500,3.99,658000.0,19560.0,772,28.0,180.0,-0.0021737684864295836,True
156500,3.625,178000.0,3780.0,781,61.0,180.0,-0.005900635533549359,True
96500,3.875,558000.0,5640.0,587,9.0,180.0,-0.012876408086477387,True
636500,3.75,798000.0,18120.0,558,38.0,180.0,-0.01287970138537653,True
86500,3.99,98000.0,0.0,555,5.0,360.0,-0.0011745840689644238,True
416500,3.99,428000.0,18660.0,723,6.0,180.0,-0.04512107109740071,True
286500,3.125,498000.0,11100.0,522,33.0,120.0,-0.06317943128103709,True
486500,3.5,688000.0,7380.0,900,49.0,240.0,-0.001966244950380558,True
116500,3.0,418000.0,2520.0,751,41.0,180.0,-0.005681271737300264,True
106500,3.99,168000.0,4320.0,603,22.0,120.0,-0.012911735721979345,True
156500,4.75,208000.0,10140.0,856,36.0,120.0,-0.04241963849691677,True
726500,3.99,1608000.0,13500.0,732,58.0,360.0,-0.006393231048672732,True
446500,2.75,1018000.0,17640.0,605,26.0,180.0,-0.06934905637616395,True
906500,4.25,1998000.0,9540.0,789,44.0,360.0,-0.019442410488685224,True
206500,3.99,858000.0,39660.0,553,7.0,180.0,-0.11832798357529739,True
446500,4.875,668000.0,86040.0,739,9.0,360.0,-0.06156473036129162,True
56500,4.75,78000.0,6840.0,760,32.0,240.0,-0.0067676100752955826,True
166500,4.99,238000.0,4320.0,659,46.0,132.0,-0.018988954369343447,True
316500,3.75,548000.0,15540.0,566,21.0,120.0,-0.0443873647213725,True
706500,3.625,1508000.0,22080.0,528,35.0,240.0,-0.07248299813652115,True
476500,3.125,698000.0,8820.0,861,44.0,180.0,-0.023150058912393523,True
76500,4.125,178000.0,3900.0,775,59.0,180.0,-0.010583100473878337,True
156500,4.25,218000.0,8400.0,580,22.0,96.0,-0.021874794506801742,True
756500,3.99,918000.0,21600.0,501,30.0,180.0,-0.06899235812494597,True
256500,3.5,318000.0,13560.0,566,31.0,120.0,-0.023986671264972226,True
146500,3.125,238000.0,8040.0,855,20.0,144.0,-0.052020160393863146,True
386500,4.0,588000.0,35640.0,690,8.0,360.0,-0.012974836334222584,True
726500,3.25,1308000.0,14340.0,509,29.0,360.0,-0.006251268672297194,True
206500,3.75,608000.0,34260.0,758,8.0,360.0,-0.02840075455370572,True
456500,3.99,928000.0,8580.0,894,57.0,180.0,-0.04521240902093637,True
486500,3.0,1008000.0,17220.0,863,28.0,180.0,-0.06416947951585295,True
356500,3.25,998000.0,15960.0,751,37.0,180.0,-0.005407125417849046,True
226500,4.25,308000.0,24000.0,538,8.0,360.0,-0.02037566667321633,True
396500,2.75,688000.0,4920.0,804,49.0,180.0,-0.028139321492627434,True
826500,3.125,1188000.0,14760.0,878,31.0,360.0,-0.02287394214777083,True
936500,3.99,1178000.0,8580.0,808,55.0,360.0,-0.004722607381174471,True
106500,3.99,168000.0,3840.0,532,47.0,120.0,-0.013312762087328789,True
456500,4.125,858000.0,28800.0,832,11.0,180.0,-0.10416384564885228,True
356500,3.375,1758000.0,8100.0,853,30.0,180.0,-0.04024054745223049,True
486500,3.375,818000.0,10740.0,890,23.0,240.0,-0.015413581000908283,True
1016500,4.99,1308000.0,15780.0,780,58.0,360.0,-0.06720447431371301,True
526500,2.875,1218000.0,18300.0,551,43.0,360.0,-0.014039044543477264,True
746500,4.625,1008000.0,24060.0,871,13.0,360.0,-0.05805353362085419,True
36500,3.375,108000.0,1440.0,856,46.0,180.0,-0.01024214307571314,True
506500,3.99,1508000.0,8340.0,579,42.0,180.0,-0.011636239645330448,True
256500,4.25,758000.0,33300.0,806,42.0,180.0,-0.047380334569066984,True
576500,3.125,938000.0,10860.0,857,39.0,180.0,-0.05309050071349386,True
446500,2.975,2388000.0,9780.0,772,32.0,360.0,-0.011266933639047516,True
206500,3.99,418000.0,18060.0,697,39.0,96.0,-0.018685185917510116,True
206500,3.5,378000.0,5940.0,899,38.0,120.0,-0.007268050867502152,True
756500,3.99,1628000.0,4680.0,697,8.0,360.0,-0.05049998741816808,True
726500,3.375,1808000.0,16080.0,819,36.0,180.0,-0.053662574566651244,True
126500,3.99,218000.0,5100.0,878,5.0,240.0,-0.026785428170962633,True
176500,3.75,208000.0,3540.0,891,60.0,180.0,-0.014150658207871314,True
386500,3.25,618000.0,22140.0,544,34.0,180.0,-0.047040446730611585,True
226500,3.99,318000.0,43440.0,776,5.0,360.0,-0.04176698637809795,True
896500,3.99,1228000.0,9660.0,733,57.0,360.0,-0.01214214903545352,True
656500,3.5,1598000.0,18120.0,521,8.0,324.0,-0.08980129401866832,True
986500,3.99,1418000.0,17220.0,539,38.0,360.0,-0.006185398832671218,True
136500,4.375,178000.0,3180.0,861,21.0,180.0,-0.0045841993361411815,True
576500,5.25,1558000.0,13800.0,790,60.0,180.0,-0.11820414871588114,True
726500,3.625,1188000.0,49680.0,789,19.0,240.0,-0.0921841387812129,True
96500,4.5,188000.0,7500.0,624,23.0,120.0,-0.05679768415902753,True
956500,4.75,1258000.0,16800.0,883,39.0,360.0,-0.02682904140394171,True
246500,3.875,1268000.0,17340.0,665,14.0,120.0,-0.09741882500190246,True
126500,4.625,178000.0,1980.0,517,45.0,180.0,-0.023322471426260427,True
456500,3.375,1008000.0,35940.0,839,9.0,360.0,-0.07538882938391966,True
126500,3.875,298000.0,10620.0,544,7.0,180.0,-0.029087689912668746,True
106500,4.75,218000.0,2460.0,712,47.0,180.0,-0.0040616294723254676,True
96500,4.875,128000.0,10740.0,666,41.0,180.0,-0.010384640280612811,True
56500,4.99,88000.0,2220.0,899,6.0,360.0,-0.03937443495111126,True
316500,3.125,1128000.0,8400.0,658,31.0,120.0,-0.06487456470105546,True
486500,4.5,648000.0,19860.0,723,19.0,180.0,-0.06075984951438407,True
486500,2.99,828000.0,12360.0,528,36.0,180.0,-0.04500591578226687,True
686500,3.875,1478000.0,17700.0,613,43.0,180.0,-0.051697244400437214,True
146500,3.25,178000.0,13140.0,842,11.0,180.0,-0.05117207506030008,True
246500,4.99,408000.0,37200.0,848,13.0,360.0,-0.042169357509747374,True
96500,4.5,158000.0,4800.0,893,27.0,180.0,-0.02609986533620634,True
826500,2.75,1508000.0,5760.0,705,39.0,360.0,-0.012321871794883754,True
1636500,4.5,2208000.0,59220.0,760,27.0,360.0,-0.14910589922752804,True
256500,2.99,818000.0,13020.0,568,20.0,180.0,-0.04498232998267193,True
646500,3.875,1188000.0,18840.0,854,21.0,240.0,-0.04671146297544648,True
426500,4.0,1288000.0,38940.0,718,15.0,360.0,-0.029772586521354505,True
156500,3.99,268000.0,9840.0,846,23.0,96.0,-0.01709783306335899,True
126500,3.25,208000.0,4320.0,865,53.0,180.0,-0.00011043825937584462,True
416500,3.0,1918000.0,12420.0,565,46.0,360.0,-0.007895387068089676,True
726500,5.375,1208000.0,39900.0,757,47.0,360.0,-0.06808451768005586,True
576500,5.625,958000.0,35820.0,809,38.0,360.0,-0.03503274218093133,True
256500,3.375,908000.0,9000.0,558,22.0,120.0,-0.05140209103840809,True
356500,3.0,1958000.0,21600.0,608,17.0,360.0,-0.0791661379780062,True
456500,3.99,608000.0,41640.0,539,20.0,180.0,-0.08790516213751953,True
506500,6.24,2058000.0,13620.0,755,47.0,360.0,-0.0457840018123814,True
336500,2.99,968000.0,6120.0,509,40.0,180.0,-0.031486096614442904,True
226500,3.99,508000.0,14220.0,758,11.0,180.0,-0.014660381101944564,True
606500,3.125,998000.0,30900.0,761,10.0,180.0,-0.13884319606007867,True
696500,3.625,2358000.0,15000.0,591,23.0,360.0,-0.019722087466414018,True
156500,2.75,368000.0,18000.0,756,12.0,120.0,-0.11785195096974077,True
